[],,,,,,,,,,,,,,,,,,,,
[{'text': 'blind beggar', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.943787, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}, {'text': '12th child', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.837268, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}],,,
[{'text': 'dangerous situation', 'sentiment': {'score': -0.707008, 'label': 'negative'}, 'relevance': 0.998736, 'emotion': {'sadness': 0.302167, 'joy': 0.443515, 'fear': 0.1755, 'disgust': 0.111273, 'anger': 0.092771}}, {'text': 'Hero Syndrome', 'sentiment': {'score': -0.707008, 'label': 'negative'}, 'relevance': 0.98782, 'emotion': {'sadness': 0.302167, 'joy': 0.443515, 'fear': 0.1755, 'disgust': 0.111273, 'anger': 0.092771}}],,,
[{'text': 'Ill', 'sentiment': {'score': -0.336127, 'label': 'negative'}, 'relevance': 0.911667, 'emotion': {'sadness': 0.545171, 'joy': 0.026998, 'fear': 0.378953, 'disgust': 0.063072, 'anger': 0.254908}}, {'text': 'chains', 'sentiment': {'score': -0.468927, 'label': 'negative'}, 'relevance': 0.777418, 'emotion': {'sadness': 0.151545, 'joy': 0.174176, 'fear': 0.102439, 'disgust': 0.072945, 'anger': 0.08686}}],,,
[{'text': 'poor condition', 'sentiment': {'score': -0.776006, 'label': 'negative'}, 'relevance': 0.995532, 'emotion': {'sadness': 0.655283, 'joy': 0.02995, 'fear': 0.395206, 'disgust': 0.091239, 'anger': 0.026021}}, {'text': 'reminder', 'sentiment': {'score': -0.776006, 'label': 'negative'}, 'relevance': 0.884155, 'emotion': {'sadness': 0.655283, 'joy': 0.02995, 'fear': 0.395206, 'disgust': 0.091239, 'anger': 0.026021}}],,,
[{'text': 'Pinch', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.949885, 'emotion': {'sadness': 0.862998, 'joy': 0.0, 'fear': 0.798165, 'disgust': 0.0, 'anger': 0.0}}, {'text': 'virus', 'sentiment': {'score': -0.459772, 'label': 'negative'}, 'relevance': 0.78931, 'emotion': {'sadness': 0.259623, 'joy': 0.331736, 'fear': 0.275781, 'disgust': 0.12344, 'anger': 0.029001}}],,,
[{'text': 'macam itchy af', 'sentiment': {'score': -0.873049, 'label': 'negative'}, 'relevance': 0.932579, 'emotion': {'sadness': 0.088131, 'joy': 0.001371, 'fear': 0.364036, 'disgust': 0.168897, 'anger': 0.085015}}, {'text': 'bad flu', 'sentiment': {'score': -0.873049, 'label': 'negative'}, 'relevance': 0.723795, 'emotion': {'sadness': 0.088131, 'joy': 0.001371, 'fear': 0.364036, 'disgust': 0.168897, 'anger': 0.085015}}],,,
[{'text': 'non existent heart', 'sentiment': {'score': -0.685187, 'label': 'negative'}, 'relevance': 0.945882, 'emotion': {'sadness': 0.293197, 'joy': 0.264594, 'fear': 0.16253, 'disgust': 0.056869, 'anger': 0.019234}}, {'text': 'Poor old schezers', 'sentiment': {'score': -0.659921, 'label': 'negative'}, 'relevance': 0.671588, 'emotion': {'sadness': 0.676446, 'joy': 0.00324, 'fear': 0.346513, 'disgust': 0.186231, 'anger': 0.104778}}],,,
[{'text': 'hotline', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.997516, 'emotion': {'sadness': 0.217716, 'joy': 0.117413, 'fear': 0.090901, 'disgust': 0.097245, 'anger': 0.114203}}, {'text': 'Blairitis', 'sentiment': {'score': -0.438566, 'label': 'negative'}, 'relevance': 0.686065, 'emotion': {'sadness': 0.450322, 'joy': 0.011681, 'fear': 0.20086, 'disgust': 0.086953, 'anger': 0.106597}}],,,
[{'text': 'dangerous condition', 'sentiment': {'score': -0.863009, 'label': 'negative'}, 'relevance': 0.969357, 'emotion': {'sadness': 0.242519, 'joy': 0.373804, 'fear': 0.394238, 'disgust': 0.054729, 'anger': 0.086357}}, {'text': 'family', 'sentiment': {'score': -0.863009, 'label': 'negative'}, 'relevance': 0.514281, 'emotion': {'sadness': 0.242519, 'joy': 0.373804, 'fear': 0.394238, 'disgust': 0.054729, 'anger': 0.086357}}],,,
[{'text': 'listening', 'sentiment': {'score': 0.714982, 'label': 'positive'}, 'relevance': 0.963011, 'emotion': {'sadness': 0.119851, 'joy': 0.778793, 'fear': 0.043647, 'disgust': 0.0243, 'anger': 0.018009}}, {'text': 'Whats', 'sentiment': {'score': 0.714982, 'label': 'positive'}, 'relevance': 0.844001, 'emotion': {'sadness': 0.119851, 'joy': 0.778793, 'fear': 0.043647, 'disgust': 0.0243, 'anger': 0.018009}}],,,
[{'text': 'half', 'sentiment': {'score': -0.864037, 'label': 'negative'}, 'relevance': 0.951924, 'emotion': {'sadness': 0.532141, 'joy': 0.057143, 'fear': 0.327651, 'disgust': 0.144398, 'anger': 0.186726}}, {'text': 'reason', 'sentiment': {'score': -0.864037, 'label': 'negative'}, 'relevance': 0.787427, 'emotion': {'sadness': 0.575646, 'joy': 0.081633, 'fear': 0.293548, 'disgust': 0.094167, 'anger': 0.144806}}],,,
[{'text': 'asshole', 'sentiment': {'score': -0.649042, 'label': 'negative'}, 'relevance': 0.957226, 'emotion': {'sadness': 0.070177, 'joy': 0.009749, 'fear': 0.075814, 'disgust': 0.144685, 'anger': 0.759263}}],,,,,,,,,,,,
[{'text': 'headache', 'sentiment': {'score': -0.702164, 'label': 'negative'}, 'relevance': 0.97091, 'emotion': {'sadness': 0.536539, 'joy': 0.036906, 'fear': 0.434896, 'disgust': 0.011458, 'anger': 0.261869}}, {'text': 'fix', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.914621, 'emotion': {'sadness': 0.334075, 'joy': 0.209511, 'fear': 0.067548, 'disgust': 0.056636, 'anger': 0.054334}}],,,
[{'text': 'lectura diaria ser', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.938477, 'emotion': {'sadness': 0.238513, 'joy': 0.291705, 'fear': 0.192627, 'disgust': 0.098841, 'anger': 0.041606}}, {'text': 'veremos las caracter', 'sentiment': {'score': -0.230734, 'label': 'negative'}, 'relevance': 0.67072, 'emotion': {'sadness': 0.138084, 'joy': 0.181893, 'fear': 0.102196, 'disgust': 0.072441, 'anger': 0.081855}}],,,
[{'text': 'Tisha Campbell', 'sentiment': {'score': 0.408824, 'label': 'positive'}, 'relevance': 0.927905, 'emotion': {'sadness': 0.144548, 'joy': 0.185315, 'fear': 0.087573, 'disgust': 0.077654, 'anger': 0.090723}}, {'text': 'Cookie', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.572191, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'completely factory rese', 'sentiment': {'score': 0.52301, 'label': 'positive'}, 'relevance': 0.910094, 'emotion': {'sadness': 0.375713, 'joy': 0.230075, 'fear': 0.019353, 'disgust': 0.056781, 'anger': 0.224029}}, {'text': 'perfect working condition', 'sentiment': {'score': 0.730074, 'label': 'positive'}, 'relevance': 0.907747, 'emotion': {'sadness': 0.04137, 'joy': 0.316234, 'fear': 0.0192, 'disgust': 0.005641, 'anger': 0.015089}}],,,
[{'text': 'worlds worst headache', 'sentiment': {'score': -0.923812, 'label': 'negative'}, 'relevance': 0.968492, 'emotion': {'sadness': 0.671235, 'joy': 0.007717, 'fear': 0.394449, 'disgust': 0.058548, 'anger': 0.189057}}],,,,,,,,,,,,
[{'text': 'heart condition', 'sentiment': {'score': -0.697332, 'label': 'negative'}, 'relevance': 0.985749, 'emotion': {'sadness': 0.840838, 'joy': 0.033757, 'fear': 0.261643, 'disgust': 0.005487, 'anger': 0.011832}}, {'text': 'game', 'sentiment': {'score': -0.697332, 'label': 'negative'}, 'relevance': 0.525215, 'emotion': {'sadness': 0.840838, 'joy': 0.033757, 'fear': 0.261643, 'disgust': 0.005487, 'anger': 0.011832}}],,,
[{'text': 'hahaha', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.998306, 'emotion': {'sadness': 0.544155, 'joy': 0.410155, 'fear': 0.061672, 'disgust': 0.008087, 'anger': 0.003571}}, {'text': 'illness', 'sentiment': {'score': -0.237126, 'label': 'negative'}, 'relevance': 0.879816, 'emotion': {'sadness': 0.916667, 'joy': 0.0, 'fear': 0.931034, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'condition', 'sentiment': {'score': -0.647613, 'label': 'negative'}, 'relevance': 0.922481, 'emotion': {'sadness': 0.147945, 'joy': 0.046667, 'fear': 0.448691, 'disgust': 0.115928, 'anger': 0.282052}}, {'text': 'people', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.84127, 'emotion': {'sadness': 0.156493, 'joy': 0.094577, 'fear': 0.080019, 'disgust': 0.258029, 'anger': 0.279345}}],,,
[{'text': 'eyes', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.963212, 'emotion': {'sadness': 0.437745, 'joy': 0.220183, 'fear': 0.234443, 'disgust': 0.090852, 'anger': 0.045785}}, {'text': 'time', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.773963, 'emotion': {'sadness': 0.437745, 'joy': 0.220183, 'fear': 0.234443, 'disgust': 0.090852, 'anger': 0.045785}}],,,
[{'text': 'beautiful man', 'sentiment': {'score': -0.282841, 'label': 'negative'}, 'relevance': 0.921247, 'emotion': {'sadness': 0.227008, 'joy': 0.274609, 'fear': 0.408652, 'disgust': 0.097942, 'anger': 0.182712}}, {'text': 'stairwell', 'sentiment': {'score': -0.282841, 'label': 'negative'}, 'relevance': 0.722833, 'emotion': {'sadness': 0.227008, 'joy': 0.274609, 'fear': 0.408652, 'disgust': 0.097942, 'anger': 0.182712}}],,,
[{'text': 'prevalent chronic condition', 'sentiment': {'score': -0.724387, 'label': 'negative'}, 'relevance': 0.939339, 'emotion': {'sadness': 0.67781, 'joy': 0.022234, 'fear': 0.217606, 'disgust': 0.07646, 'anger': 0.107512}}, {'text': 'older adults', 'sentiment': {'score': -0.724387, 'label': 'negative'}, 'relevance': 0.809005, 'emotion': {'sadness': 0.67781, 'joy': 0.022234, 'fear': 0.217606, 'disgust': 0.07646, 'anger': 0.107512}}],,,
[{'text': 'rare genetic condition', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.976981, 'emotion': {'sadness': 0.249045, 'joy': 0.343068, 'fear': 0.032063, 'disgust': 0.012807, 'anger': 0.168297}}, {'text': 'Amsterdam', 'sentiment': {'score': 0.39512, 'label': 'positive'}, 'relevance': 0.640183, 'emotion': {'sadness': 0.278085, 'joy': 0.48232, 'fear': 0.096943, 'disgust': 0.037105, 'anger': 0.100559}}],,,
[{'text': 'Leather Frye Boots', 'sentiment': {'score': 0.334974, 'label': 'positive'}, 'relevance': 0.941006, 'emotion': {'sadness': 0.052959, 'joy': 0.518092, 'fear': 0.031395, 'disgust': 0.21092, 'anger': 0.081866}}, {'text': 'size Men', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.397375, 'emotion': {'sadness': 0.176548, 'joy': 0.156555, 'fear': 0.020437, 'disgust': 0.464116, 'anger': 0.088062}}],,,
[{'text': 'Doctors Notes', 'sentiment': {'score': -0.561648, 'label': 'negative'}, 'relevance': 0.913604, 'emotion': {'sadness': 0.191097, 'joy': 0.069981, 'fear': 0.363879, 'disgust': 0.137707, 'anger': 0.096719}}, {'text': 'Im', 'sentiment': {'score': -0.561648, 'label': 'negative'}, 'relevance': 0.730314, 'emotion': {'sadness': 0.191097, 'joy': 0.069981, 'fear': 0.363879, 'disgust': 0.137707, 'anger': 0.096719}}],,,
[{'text': 'Bootleg alcohol', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.942628, 'emotion': {'sadness': 0.440026, 'joy': 0.023659, 'fear': 0.250026, 'disgust': 0.327642, 'anger': 0.290704}}, {'text': 'critical condition https://t.co/vLpT0fWmMb', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.884936, 'emotion': {'sadness': 0.198838, 'joy': 0.479481, 'fear': 0.133177, 'disgust': 0.134408, 'anger': 0.061792}}],,,
[],,,,,,,,,,,,,,,,,,,,
[{'text': 'Vinyl Emi America', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.991591, 'emotion': {'sadness': 0.193673, 'joy': 0.654076, 'fear': 0.030481, 'disgust': 0.079194, 'anger': 0.024015}}, {'text': 'Ex Condition. https://t.co/dT4P6WkcgS', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.859435, 'emotion': {'sadness': 0.193673, 'joy': 0.654076, 'fear': 0.030481, 'disgust': 0.079194, 'anger': 0.024015}}],,,
[{'text': 'negotiable https://t.co/1oNUFmBahT', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.996294, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}, {'text': 'OG', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.76923, 'emotion': {'sadness': 0.181918, 'joy': 0.145728, 'fear': 0.110967, 'disgust': 0.069385, 'anger': 0.093613}}],,,
[{'text': 'pristine condition', 'sentiment': {'score': 0.860763, 'label': 'positive'}, 'relevance': 0.917482, 'emotion': {'sadness': 0.299977, 'joy': 0.196445, 'fear': 0.111317, 'disgust': 0.071771, 'anger': 0.146774}}, {'text': 'quick getaway', 'sentiment': {'score': -0.698285, 'label': 'negative'}, 'relevance': 0.829022, 'emotion': {'sadness': 0.294388, 'joy': 0.285777, 'fear': 0.096915, 'disgust': 0.040776, 'anger': 0.079587}}],,,
[{'text': 'cold virus', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.973729, 'emotion': {'sadness': 0.314681, 'joy': 0.391892, 'fear': 0.2617, 'disgust': 0.10869, 'anger': 0.05646}}, {'text': 'PowerFM', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.866749, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'MINT CONDITION ROOKIE', 'sentiment': {'score': 0.509038, 'label': 'positive'}, 'relevance': 0.91279, 'emotion': {'sadness': 0.175911, 'joy': 0.322556, 'fear': 0.02851, 'disgust': 0.073465, 'anger': 0.359728}}, {'text': 'SOED BASEBALL SPO', 'sentiment': {'score': 0.509038, 'label': 'positive'}, 'relevance': 0.8424}],,,,,,,,
[{'text': 'beard lol', 'sentiment': {'score': 0.846913, 'label': 'positive'}, 'relevance': 0.940564, 'emotion': {'sadness': 0.1575, 'joy': 0.676599, 'fear': 0.12568, 'disgust': 0.062501, 'anger': 0.027707}}],,,,,,,,,,,,
[{'text': 'headache', 'sentiment': {'score': -0.685085, 'label': 'negative'}, 'relevance': 0.960695, 'emotion': {'sadness': 0.368433, 'joy': 0.296488, 'fear': 0.327081, 'disgust': 0.023982, 'anger': 0.164567}}, {'text': 'pills', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.958807, 'emotion': {'sadness': 0.361487, 'joy': 0.186989, 'fear': 0.129297, 'disgust': 0.063207, 'anger': 0.050677}}],,,
[{'text': 'turf course', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.921857, 'emotion': {'sadness': 0.109738, 'joy': 0.325459, 'fear': 0.11636, 'disgust': 0.040593, 'anger': 0.152615}}, {'text': 'condition', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.440925, 'emotion': {'sadness': 0.109738, 'joy': 0.325459, 'fear': 0.11636, 'disgust': 0.040593, 'anger': 0.152615}}],,,
[{'text': 'decent price', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.95705, 'emotion': {'sadness': 0.310414, 'joy': 0.127752, 'fear': 0.044565, 'disgust': 0.193828, 'anger': 0.0957}}, {'text': 'recording', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.609698, 'emotion': {'sadness': 0.310414, 'joy': 0.127752, 'fear': 0.044565, 'disgust': 0.193828, 'anger': 0.0957}}],,,
[{'text': 'Cleft Lip https://t.co/vbOZfxP2iX', 'sentiment': {'score': -0.397544, 'label': 'negative'}, 'relevance': 0.984215, 'emotion': {'sadness': 0.094006, 'joy': 0.645247, 'fear': 0.119753, 'disgust': 0.04618, 'anger': 0.100728}}, {'text': 'Exact Rare Eye', 'sentiment': {'score': -0.397544, 'label': 'negative'}, 'relevance': 0.823995, 'emotion': {'sadness': 0.094006, 'joy': 0.645247, 'fear': 0.119753, 'disgust': 0.04618, 'anger': 0.100728}}],,,
[{'text': 'devastating event', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.988281, 'emotion': {'sadness': 0.204104, 'joy': 0.177245, 'fear': 0.077514, 'disgust': 0.080505, 'anger': 0.090409}}, {'text': 'critical condition', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.875253, 'emotion': {'sadness': 0.382497, 'joy': 0.165492, 'fear': 0.161985, 'disgust': 0.174863, 'anger': 0.115228}}],,,
[{'text': 'Q.E.D.', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.919195, 'emotion': {'sadness': 0.230538, 'joy': 0.15061, 'fear': 0.136445, 'disgust': 0.08137, 'anger': 0.098977}}, {'text': 'condition', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.916215, 'emotion': {'sadness': 0.230538, 'joy': 0.15061, 'fear': 0.136445, 'disgust': 0.08137, 'anger': 0.098977}}],,,
[{'text': 'Bizarre Medical Condition', 'sentiment': {'score': -0.420572, 'label': 'negative'}, 'relevance': 0.910536, 'emotion': {'sadness': 0.391456, 'joy': 0.149492, 'fear': 0.158521, 'disgust': 0.19736, 'anger': 0.247702}}, {'text': 'Forces', 'sentiment': {'score': -0.420572, 'label': 'negative'}, 'relevance': 0.397848, 'emotion': {'sadness': 0.391456, 'joy': 0.149492, 'fear': 0.158521, 'disgust': 0.19736, 'anger': 0.247702}}],,,
[{'text': 'win condition', 'sentiment': {'score': -0.481749, 'label': 'negative'}, 'relevance': 0.931245, 'emotion': {'sadness': 0.423107, 'joy': 0.356642, 'fear': 0.163577, 'disgust': 0.078571, 'anger': 0.109026}}, {'text': 'Hit', 'sentiment': {'score': -0.481749, 'label': 'negative'}, 'relevance': 0.797263, 'emotion': {'sadness': 0.423107, 'joy': 0.356642, 'fear': 0.163577, 'disgust': 0.078571, 'anger': 0.109026}}],,,
[{'text': 'chill kinda night', 'sentiment': {'score': 0.713603, 'label': 'positive'}, 'relevance': 0.967947, 'emotion': {'sadness': 0.089043, 'joy': 0.73313, 'fear': 0.100263, 'disgust': 0.015339, 'anger': 0.049278}}, {'text': 'Face mask', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.690259, 'emotion': {'sadness': 0.320015, 'joy': 0.271375, 'fear': 0.070195, 'disgust': 0.101816, 'anger': 0.05403}}],,,
[{'text': 'Heart attack survivor', 'sentiment': {'score': 0.741508, 'label': 'positive'}, 'relevance': 0.936902, 'emotion': {'sadness': 0.444039, 'joy': 0.327229, 'fear': 0.102592, 'disgust': 0.013435, 'anger': 0.050781}}, {'text': 'rare condition', 'sentiment': {'score': 0.741508, 'label': 'positive'}, 'relevance': 0.44953, 'emotion': {'sadness': 0.444039, 'joy': 0.327229, 'fear': 0.102592, 'disgust': 0.013435, 'anger': 0.050781}}],,,
[{'text': 'trainer Dayna Brons', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.939136, 'emotion': {'sadness': 0.790976, 'joy': 0.093977, 'fear': 0.171243, 'disgust': 0.056515, 'anger': 0.062142}}, {'text': 'bus crash https://t.co/9dykoQqvVl', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.826306, 'emotion': {'sadness': 0.790976, 'joy': 0.093977, 'fear': 0.171243, 'disgust': 0.056515, 'anger': 0.062142}}],,,
[{'text': 'Fair', 'sentiment': {'score': 0.608187, 'label': 'positive'}, 'relevance': 0.941542, 'emotion': {'sadness': 0.0, 'joy': 0.544586, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}, {'text': 'Kobe-shi', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.842399, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'Condition', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.919195, 'emotion': {'sadness': 0.343533, 'joy': 0.150594, 'fear': 0.263825, 'disgust': 0.071098, 'anger': 0.136733}}, {'text': 'Palins', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.914427, 'emotion': {'sadness': 0.343533, 'joy': 0.150594, 'fear': 0.263825, 'disgust': 0.071098, 'anger': 0.136733}}],,,
[{'text': 'urinary stress incontinence', 'sentiment': {'score': -0.428046, 'label': 'negative'}, 'relevance': 0.976154, 'emotion': {'sadness': 0.375214, 'joy': 0.024519, 'fear': 0.475796, 'disgust': 0.109363, 'anger': 0.138458}}, {'text': 'common cause type', 'sentiment': {'score': -0.428046, 'label': 'negative'}, 'relevance': 0.724644, 'emotion': {'sadness': 0.375214, 'joy': 0.024519, 'fear': 0.475796, 'disgust': 0.109363, 'anger': 0.138458}}],,,
[{'text': 'CR-V EX 2WD', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.935666, 'emotion': {'sadness': 0.397912, 'joy': 0.062959, 'fear': 0.211729, 'disgust': 0.319125, 'anger': 0.143763}}, {'text': 'Cyl. 2.4L VTEC', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.648965, 'emotion': {'sadness': 0.397912, 'joy': 0.062959, 'fear': 0.211729, 'disgust': 0.319125, 'anger': 0.143763}}],,,
[{'text': 'Knickles current stasis', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.984952, 'emotion': {'sadness': 0.139882, 'joy': 0.123775, 'fear': 0.042686, 'disgust': 0.063775, 'anger': 0.058622}}, {'text': 'freewire returns', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.955795, 'emotion': {'sadness': 0.139882, 'joy': 0.123775, 'fear': 0.042686, 'disgust': 0.063775, 'anger': 0.058622}}],,,
[{'text': 'https://t.co/qzeMmNGT0y', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.900423, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,,,,,,,,,,
[{'text': 'G1 console', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.984272, 'emotion': {'sadness': 0.248807, 'joy': 0.067128, 'fear': 0.023101, 'disgust': 0.013221, 'anger': 0.005981}}, {'text': 'Great condition', 'sentiment': {'score': 0.771639, 'label': 'positive'}, 'relevance': 0.663845, 'emotion': {'sadness': 0.029171, 'joy': 0.83732, 'fear': 0.039071, 'disgust': 0.01053, 'anger': 0.011951}}],,,
[{'text': 'critical condition', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.904606, 'emotion': {'sadness': 0.588675, 'joy': 0.090879, 'fear': 0.165167, 'disgust': 0.113979, 'anger': 0.109346}}, {'text': 'mother', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.759426, 'emotion': {'sadness': 0.588675, 'joy': 0.090879, 'fear': 0.165167, 'disgust': 0.113979, 'anger': 0.109346}}],,,
[{'text': 'fried food', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.92246, 'emotion': {'sadness': 0.21559, 'joy': 0.232121, 'fear': 0.138094, 'disgust': 0.241802, 'anger': 0.103013}}, {'text': 'fast food', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.818903, 'emotion': {'sadness': 0.280673, 'joy': 0.215861, 'fear': 0.261581, 'disgust': 0.16929, 'anger': 0.063743}}],,,
